,altname,wsname,aclass_base,base,aclass_quote,quote,lot,cost_decimals,pair_decimals,lot_decimals,lot_multiplier,leverage_buy,leverage_sell,fees,fees_maker,fee_volume_currency,margin_call,margin_stop,ordermin,costmin,tick_size,status,long_position_limit,short_position_limit
TONUSD,TONUSD,TON/USD,currency,TON,currency,ZUSD,unit5,7,3,5,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.75,0.5,0.001,online,15000,15000
TONUSDC,TONUSDC,TON/USDC,currency,TON,currency,USDC,unit5,8,3,5,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.75,0.5,0.001,online,,
TONUSDT,TONUSDT,TON/USDT,currency,TON,currency,USDT,unit5,8,3,5,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.75,0.5,0.001,online,,
TRACEUR,TRACEUR,TRAC/EUR,currency,TRAC,currency,ZEUR,unit5,8,4,5,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,6,0.45,0.0001,online,,
TRACUSD,TRACUSD,TRAC/USD,currency,TRAC,currency,ZUSD,unit5,8,4,5,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,6,0.5,0.0001,online,,
TREMPEUR,TREMPEUR,TREMP/EUR,currency,TREMP,currency,ZEUR,unit5,8,4,5,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,14,0.45,0.0001,online,,
TREMPUSD,TREMPUSD,TREMP/USD,currency,TREMP,currency,ZUSD,unit5,8,4,5,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,14,0.5,0.0001,online,,
TRUEUR,TRUEUR,TRU/EUR,currency,TRU,currency,ZEUR,unit,9,5,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,25,0.45,0.00001,online,,
TRUMPEUR,TRUMPEUR,TRUMP/EUR,currency,TRUMP,currency,ZEUR,unit5,5,3,5,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.2,0.45,0.001,online,,
TRUMPUSD,TRUMPUSD,TRUMP/USD,currency,TRUMP,currency,ZUSD,unit5,5,3,5,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.2,0.5,0.001,online,6000,6000
TRUMPUSDC,TRUMPUSDC,TRUMP/USDC,currency,TRUMP,currency,USDC,unit5,5,3,5,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.2,0.5,0.001,online,,
TRUMPUSDT,TRUMPUSDT,TRUMP/USDT,currency,TRUMP,currency,USDT,unit5,5,3,5,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.2,0.5,0.001,online,,
TRUUSD,TRUUSD,TRU/USD,currency,TRU,currency,ZUSD,unit,9,5,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,25,0.5,0.00001,online,,
TRXETH,TRXETH,TRX/ETH,currency,TRX,currency,XETH,unit,10,8,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,19,0.0002,0.00000001,online,0,0
TRXEUR,TRXEUR,TRX/EUR,currency,TRX,currency,ZEUR,unit,7,6,8,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,19,0.45,0.000001,online,1100000,1300000
TRXUSD,TRXUSD,TRX/USD,currency,TRX,currency,ZUSD,unit,7,6,8,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,19,0.5,0.000001,online,1500000,1400000
TRXXBT,TRXXBT,TRX/XBT,currency,TRX,currency,XXBT,unit,10,10,8,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,19,0.00002,0.0000000001,online,700000,760000
TURBOEUR,TURBOEUR,TURBO/EUR,currency,TURBO,currency,ZEUR,unit,10,6,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,550,0.45,0.000001,online,,
TURBOUSD,TURBOUSD,TURBO/USD,currency,TURBO,currency,ZUSD,unit,10,6,8,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,550,0.5,0.000001,online,5500000,5500000
TUSD,TUSD,T/USD,currency,T,currency,ZUSD,unit,7,5,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,150,0.5,0.00001,online,,
TUSDEUR,TUSDEUR,TUSD/EUR,currency,TUSD,currency,ZEUR,unit5,8,4,5,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.45,0.0001,online,,
TUSDUSD,TUSDUSD,TUSD/USD,currency,TUSD,currency,ZUSD,unit5,8,4,5,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
TVKEUR,TVKEUR,TVK/EUR,currency,TVK,currency,ZEUR,unit,7,5,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,34,0.45,0.00001,online,,
TVKUSD,TVKUSD,TVK/USD,currency,TVK,currency,ZUSD,unit,7,5,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,34,0.5,0.00001,online,,
UMAEUR,UMAEUR,UMA/EUR,currency,UMA,currency,ZEUR,unit,5,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,1,0.45,0.001,online,,
UMAUSD,UMAUSD,UMA/USD,currency,UMA,currency,ZUSD,unit,5,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,1,0.5,0.001,online,,
UNFIEUR,UNFIEUR,UNFI/EUR,currency,UNFI,currency,ZEUR,unit,7,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,1.8,0.45,0.001,online,,
UNFIUSD,UNFIUSD,UNFI/USD,currency,UNFI,currency,ZUSD,unit,7,3,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,1.8,0.5,0.001,online,,
UNIETH,UNIETH,UNI/ETH,currency,UNI,currency,XETH,unit,7,5,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.3,0.0002,0.00001,online,,
UNIEUR,UNIEUR,UNI/EUR,currency,UNI,currency,ZEUR,unit,5,3,8,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.3,0.45,0.001,online,5000,4700
UNIUSD,UNIUSD,UNI/USD,currency,UNI,currency,ZUSD,unit,5,3,8,1,"[2, 3]","[2, 3]","[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.3,0.5,0.001,online,15000,15000
UNIXBT,UNIXBT,UNI/XBT,currency,UNI,currency,XXBT,unit,9,7,8,1,[],[],"[[0, 0.4], [10000, 0.35], [50000, 0.24], [100000, 0.22], [250000, 0.2], [500000, 0.18], [1000000, 0.16], [2500000, 0.14], [5000000, 0.12], [10000000, 0.1]]","[[0, 0.25], [10000, 0.2], [50000, 0.14], [100000, 0.12], [250000, 0.1], [500000, 0.08], [1000000, 0.06], [2500000, 0.04], [5000000, 0.02], [10000000, 0.0]]",ZUSD,80,40,0.3,0.00002,0.0000001,online,,
USDCAUD,USDCAUD,USDC/AUD,currency,USDC,currency,ZAUD,unit,8,4,8,1,"[2, 3]","[2, 3]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,1,0.0001,online,150000,150000
USDCCAD,USDCCAD,USDC/CAD,currency,USDC,currency,ZCAD,unit,8,4,8,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,1,0.0001,online,,
USDCCHF,USDCCHF,USDC/CHF,currency,USDC,currency,CHF,unit,8,4,8,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
USDCEUR,USDCEUR,USDC/EUR,currency,USDC,currency,ZEUR,unit,8,4,8,1,"[2, 3]","[2, 3]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.45,0.0001,online,1400000,1400000
USDCGBP,USDCGBP,USDC/GBP,currency,USDC,currency,ZGBP,unit,8,4,8,1,"[2, 3]","[2, 3]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.43,0.0001,online,310000,210000
USDCHF,USDCHF,USD/CHF,currency,ZUSD,currency,CHF,unit,5,5,8,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.00001,online,,
USDCUSD,USDCUSD,USDC/USD,currency,USDC,currency,ZUSD,unit,8,4,8,1,"[2, 3]","[2, 3]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,2700000,2400000
USDCUSDT,USDCUSDT,USDC/USDT,currency,USDC,currency,USDT,unit,8,4,8,1,"[2, 3, 4, 5]","[2, 3, 4, 5]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,1950000,1700000
USDGEUR,USDGEUR,USDG/EUR,currency,USDG,currency,ZEUR,unit5,8,4,5,1,[],[],"[[0, 0.01], [100000000, 0.001]]","[[0, 0.0]]",ZUSD,80,40,5,0.45,0.0001,online,,
USDGUSD,USDGUSD,USDG/USD,currency,USDG,currency,ZUSD,unit5,8,4,5,1,[],[],"[[0, 0.01], [100000000, 0.001]]","[[0, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
USDGUSDC,USDGUSDC,USDG/USDC,currency,USDG,currency,USDC,unit5,8,4,5,1,[],[],"[[0, 0.01], [100000000, 0.001]]","[[0, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
USDQEUR,USDQEUR,USDQ/EUR,currency,USDQ,currency,ZEUR,unit5,8,4,5,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.45,0.0001,online,,
USDQUSD,USDQUSD,USDQ/USD,currency,USDQ,currency,ZUSD,unit5,8,4,5,1,[],[],"[[0, 0.01], [100000000, 0.001]]","[[0, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
USDQUSDC,USDQUSDC,USDQ/USDC,currency,USDQ,currency,USDC,unit5,8,4,5,1,[],[],"[[0, 0.01], [100000000, 0.001]]","[[0, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
USDQUSDT,USDQUSDT,USDQ/USDT,currency,USDQ,currency,USDT,unit5,8,4,5,1,[],[],"[[0, 0.01], [100000000, 0.001]]","[[0, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
USDREUR,USDREUR,USDR/EUR,currency,USDR,currency,ZEUR,unit5,8,4,5,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.45,0.0001,online,,
USDRUSD,USDRUSD,USDR/USD,currency,USDR,currency,ZUSD,unit5,8,4,5,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
USDRUSDC,USDRUSDC,USDR/USDC,currency,USDR,currency,USDC,unit5,8,4,5,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
USDRUSDT,USDRUSDT,USDR/USDT,currency,USDR,currency,USDT,unit5,8,4,5,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.0001,online,,
USDSEUR,USDSEUR,USDS/EUR,currency,USDS,currency,ZEUR,unit,5,5,8,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.45,0.00001,online,,
USDSUSD,USDSUSD,USDS/USD,currency,USDS,currency,ZUSD,unit,5,5,8,1,[],[],"[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.00001,online,,
USDTAUD,USDTAUD,USDT/AUD,currency,USDT,currency,ZAUD,unit,6,4,8,1,"[2, 3, 4]","[2, 3, 4]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,1,0.0001,online,170000,300000
USDTCAD,USDTCAD,USDT/CAD,currency,USDT,currency,ZCAD,unit,8,4,8,1,"[2, 3, 4]","[2, 3, 4]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,1,0.0001,online,700000,700000
USDTCHF,USDTCHF,USDT/CHF,currency,USDT,currency,CHF,unit,6,5,8,1,"[2, 3, 4]","[2, 3, 4]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.01], [100000000, 0.001]]","[[0, 0.2], [50000, 0.16], [100000, 0.12], [250000, 0.08], [500000, 0.04], [1000000, 0.02], [10000000, 0.0], [100000000, 0.0]]",ZUSD,80,40,5,0.5,0.00001,online,400000,400000
